listing_id,property_id,list_date,status,list_price,listing_agent,description
L1129,P656,2022-07-31,Active,78197079,Sarah Gill,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1130,P895,2023-07-29,Leased,47817273,Melissa Castaneda,"Charming property offering fireplace, pantry."
L1131,P362,2022-10-10,Sold,99534314,Kristen Lester,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1132,P248,2022-12-20,Leased,81572608,Sydney Wilson,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1133,P822,2022-09-11,Leased,46577046,Connor Townsend,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1134,P850,2022-12-12,Active,53250114,Kristen Garrison,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1135,P372,2022-09-24,Pending,87170247,Alison Huang,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1136,P240,2022-08-13,Leased,42455165,Jennifer Clark,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1137,P113,2023-04-24,Pending,90483366,Joseph Garcia,"Charming property offering fireplace, pantry."
L1138,P818,2023-02-15,Pending,84166116,Heather Murphy,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1139,P909,2022-10-16,Active,23082108,Lindsay Frazier,Relax in the exercise room or entertain in the granite countertops of this home.
L1140,P951,2023-12-19,Leased,92425461,Andrew Macdonald,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1141,P874,2024-01-15,Pending,17538104,Robert Owen,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1142,P465,2023-01-31,Sold,45963562,Donald Taylor,"Charming property offering fireplace, pantry."
L1143,P195,2023-05-21,Leased,4108815,Timothy Hahn,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1144,P157,2023-12-05,Pending,62505725,Ashley Schmidt,Spacious layout with stone countertops and built-in shelving.
L1145,P823,2022-09-26,Pending,48790198,Jonathan Rivera,"Charming property offering fireplace, pantry."
L1146,P236,2023-12-26,Sold,57309642,Scott Robinson,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1147,P190,2023-11-14,Active,43706267,Sierra Massey,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1148,P922,2022-09-17,Pending,20503965,David Martinez,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1149,P671,2022-07-05,Sold,66995173,Kathleen Reynolds,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1150,P974,2022-09-09,Pending,36807452,Amanda Dunn,"Charming property offering fireplace, pantry."
L1151,P352,2023-03-06,Leased,70603690,Chris Young,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1152,P253,2023-02-18,Active,40954426,Sara Cardenas,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1153,P876,2022-05-07,Sold,89440136,Bruce Hansen,Spacious layout with stone countertops and built-in shelving.
L1154,P130,2023-12-17,Active,70238931,Nicholas Nelson,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1155,P892,2022-08-09,Leased,32177641,Michelle Rodriguez,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1156,P932,2023-01-25,Leased,40747396,Allen Huff,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1157,P318,2024-01-31,Active,85702039,Caroline Copeland,Spacious layout with stone countertops and built-in shelving.
L1158,P378,2023-02-13,Active,54009351,James Jensen,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1159,P979,2023-10-19,Leased,61294682,Brian Miller,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1160,P112,2023-03-17,Leased,65171948,Maria Harvey,Relax in the exercise room or entertain in the granite countertops of this home.
L1161,P043,2022-10-08,Sold,86695968,Patrick Campos,Relax in the exercise room or entertain in the granite countertops of this home.
L1162,P027,2023-11-14,Active,83347271,Antonio Martin,Relax in the exercise room or entertain in the granite countertops of this home.
L1163,P266,2023-07-10,Sold,84666345,Steven Reed,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1164,P646,2023-05-13,Active,71965979,Daniel Miller,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1165,P959,2023-01-25,Pending,4008848,Jared Tucker,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1166,P545,2023-04-27,Active,94287879,Michael Tucker,Relax in the exercise room or entertain in the granite countertops of this home.
L1167,P287,2023-02-23,Pending,77569106,Megan Wu,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1168,P660,2023-12-17,Active,14678830,Candice Miller,Relax in the exercise room or entertain in the granite countertops of this home.
L1169,P329,2023-06-22,Active,66739356,Douglas Vega,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1170,P676,2023-01-12,Active,74490777,Karen Marshall,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1171,P706,2022-12-11,Sold,77471536,Morgan Dawson,Spacious layout with stone countertops and built-in shelving.
L1172,P431,2023-04-29,Leased,16875242,Tyler Lopez,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1173,P427,2023-12-02,Active,84846903,Margaret Wolfe,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1174,P276,2022-12-06,Sold,70669248,Andrew Torres,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1175,P837,2022-12-04,Leased,85659897,Summer Holland,Spacious layout with stone countertops and built-in shelving.
L1176,P191,2023-08-20,Leased,95419141,Amber Perry,Spacious layout with stone countertops and built-in shelving.
L1177,P347,2023-10-05,Active,63389238,Joshua Rogers,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1178,P074,2022-06-15,Active,19032128,James Gregory,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1179,P803,2023-11-03,Leased,52142115,Jacqueline Evans,Spacious layout with stone countertops and built-in shelving.
L1180,P993,2022-12-18,Pending,60190716,Debbie Johnson,"Charming property offering fireplace, pantry."
L1181,P320,2023-02-27,Leased,76504849,Linda Martin,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1182,P574,2023-11-19,Leased,72047592,Cory Kennedy,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1183,P673,2023-12-28,Sold,62020429,Richard Campbell,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1184,P763,2022-03-27,Leased,74788383,David Mckenzie,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1185,P503,2022-11-04,Pending,63070302,Eric Payne,"Charming property offering fireplace, pantry."
L1186,P736,2023-09-30,Pending,90812699,Nathan Fleming MD,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1187,P334,2023-05-01,Active,30851756,George Leonard,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1188,P532,2023-02-10,Leased,73323857,Ashley Harris,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1189,P370,2022-12-16,Active,58043994,Hunter Smith,Spacious layout with stone countertops and built-in shelving.
L1190,P832,2023-10-18,Leased,53743939,Robert Reilly,Spacious layout with stone countertops and built-in shelving.
L1191,P581,2022-10-11,Sold,86297480,Regina Medina,Spacious layout with stone countertops and built-in shelving.
L1192,P400,2023-05-16,Sold,25241239,Amanda Horton,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1193,P479,2022-07-22,Pending,92927685,Gary Franklin,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1194,P632,2023-12-15,Sold,63957393,Dennis Ryan,Relax in the exercise room or entertain in the granite countertops of this home.
L1195,P584,2022-03-27,Leased,98524853,Mario Carroll,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1196,P607,2022-04-08,Pending,6441346,Emily Everett,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1197,P331,2023-12-19,Pending,61524890,Brooke Reed,Relax in the exercise room or entertain in the granite countertops of this home.
L1198,P006,2023-08-10,Sold,7112989,Sabrina Woodard,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1199,P554,2023-11-21,Active,27697504,Melanie Mills,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1200,P405,2022-12-03,Pending,30263040,Danielle Bennett,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
